business_id,avg_rating,no_of_words,no_of_reviews,unique_no_of_food_entities,no_of_food_entities
bneYjIvbcQknNkJ2lDwRZg,4.0,1063,11,100,246
yyzA2Ws8EJGevHpcx5VVnw,4.0,2888,18,205,580
RQnw-0PLiC0HsstKrpF9Cw,2.5,140,4,8,11
oXKPSI-RUqOvmuSCh_DEQQ,4.0,39424,308,751,6498
ADTZPVMIYJN0jAvvHxcBMw,4.5,48463,427,830,11077
jqSH8cUTY0hgJlDi8S01kA,4.0,1696,25,92,296
LQ8xiZao4z6hn_l1qy6Jeg,3.5,6605,66,247,1067
XctcN3fW92EygkHta8zolA,4.5,1750,18,194,379
nCpkeG6Z-R8a6AX-dvHL7A,3.5,345,3,41,60
hOTcQdhky7J2v0Phb2Ol4g,3.5,225,3,16,24
vlKGOytpJnYGW-bnILhg6Q,4.0,9711,72,440,2078
EZj6TccVNlvYLSEI6dbyeQ,3.0,7246,62,310,1231
oIJYW6CGV3anvQE-SpofzA,3.5,6736,69,288,1324
-flBRdUY-Nu42fKHC0GxBg,3.5,4456,38,184,583
1BeJunz8wYpPHKDPZRW-ig,4.5,2308,10,142,403
wINwaJCtSPsE3uJKUtzgLg,4.0,21290,115,666,4100
L5cQjBQu6qnV_grmvk-drg,4.0,1937,14,140,365
x1sVQLwCqfDhp40LAstffA,4.0,1608,13,110,318
03_t9LNPKZs4d-hkmqzLTQ,4.0,765,5,59,121
4V2q5I6VEH2CC5P6o1QYgw,4.0,3592,28,262,730
AmNZZkbVXVwJvnsYQg3DDw,3.5,1565,19,185,328
mwkdmPr053cHNBBwBHVWCA,4.0,813,6,85,154
lYTR-gsp_tAF4eiUw6jw0g,3.5,10172,95,281,1715
dafjd6glKjjjUdZ-mphFrQ,4.0,1267,9,117,223
jI4iiwCDbS7-HiZERnI6bA,4.5,1602,20,122,341
sJpv6MouGQhQOt0V0W0UYw,4.5,6579,87,184,916
cT_rocMh92B9t62Disp6gA,3.5,17098,180,435,3113
cXpMb3aCwMUsWikcXL7qJQ,4.5,1777,16,116,291
0IKwgLg_UApkFzMCAaJ1Lw,4.0,5363,56,239,1057
TR8c_H0UZauCeBI4yJTNQg,2.5,210,3,22,39
o5Xu5zGBgL4jruUXudm2yQ,3.5,11117,88,405,2049
-ci3EPcE8XFOMtp1m-SZdQ,3.5,1742,20,88,236
qo4Tj50IegqyIYA_cwYjrA,5.0,89,2,35,36
NBJGZTGMpqK7mfTRcobfVQ,4.0,134,3,17,25
zMa6YoEekpABg1HZnnTZdg,4.0,40047,312,772,6508
dnfSnHElLXntC6lWjomWPw,3.5,3005,14,167,534
_i1CmdenYAwLKyBpX3oVHg,2.0,701,8,67,154
qJjPXyGCBDzKcj4bahQraA,4.0,6286,55,256,1258
nI5wqhD4RmZSsfXCnsCPBg,3.0,2925,27,152,491
BCr9sVNxGOSgpiCFQ5y4AA,3.5,5508,37,337,1166
ywbedaAD0n5kP-f4dwAdeA,3.0,651,6,85,145
jTaaL9gLND-qdJurleTQ1w,3.5,537,3,32,74
i9nezIaHCoswCBSLCABkpA,3.5,3408,36,179,598
fZVZeZJkziJ7B1rIcmT3Iw,3.5,14161,122,396,2095
UJBSI5HydQgUhlTkC8ODDw,4.0,2794,35,164,512
cOUS79i4vltKIc_hy4OZBg,4.5,10836,90,417,1882
gCo--CY5aUoByxUAET2cTw,2.5,26076,210,557,4678
ua43cqEVmk7ric3WvasxRA,3.5,333,4,19,49
sQtXjJvdzfOXtB_TrcZugQ,4.5,58,1,8,10
qCp3jf-oFw4XnW-ARsAR5A,3.0,242,5,28,49
WjYHY3AfycS19EeNmeV8zQ,1.5,427,4,37,84
SVZTljlQ7AB5I6ev8qC-KA,2.5,652,4,33,118
xL7H-eMQDE-y23VL7MpLsA,3.5,2775,14,171,571
d7ChdJOIon7ABnXXfSwprg,3.5,None,None,None,None
BojnLUPz5IzZKyQocGc7uw,4.0,6607,29,279,1137
hF0p0dYtDqOfDyKTVUeGZA,3.5,6836,73,266,1329
96iDG09zqYsmZ-1_dQgmbQ,3.0,1938,16,131,337
ouBlOm6OSfVKWatic4c2lg,4.5,919,7,89,197
A81O-DmzwQNcFuougCyq5A,4.5,1562,15,84,228
ZcaR7xOJgzItSOJBGH-A_A,3.5,7134,63,313,1327
WZNU4bQJJHr3p4SjnjVrkg,4.0,21306,156,205,1921
jVWA7we9AfBG_lmj-Q4b4w,3.5,3385,36,184,612
2eXDnLT-T6odgAOrx8F2gQ,2.0,379,5,42,82
EorbNAe004JPljoJlcBMog,2.5,542,4,39,77
ycFghD0OZyf9i4mRkD6o6Q,2.0,182,3,11,20
Y_NC3MrVIiTbmcK-MDrKiQ,4.5,4155,24,228,726
wA1P0SK0LjRwPy8JBCR8mw,4.5,7023,67,281,1466
pbVL3t783OyO701yK5W08g,4.0,1869,10,98,312
iKbsLt6UtXoU4GDprcSaTA,4.5,659,6,89,175
R3DO-LKyXzJ3kZvCKFbWVQ,5.0,271,4,31,50
rcF4ynGx5ySNQ3UFRPpcKA,4.0,16626,129,576,2944
SGwnJIFKGQcYzE2c3ebs8A,4.0,4503,34,245,900
MNop9uxBB4gVhPhHmksMkw,4.0,18053,193,433,3541
WEKQZap6YHcU25b6kIypNg,4.0,24246,183,696,4204
T50eTHtbkYMXeFDmVZyKEw,4.5,744,8,45,110
PCsgSmRJSV7iqZ4Al2mEkw,3.5,22814,140,784,4448
LZkb5x83wps0FJ838vKc5w,4.5,275,8,31,52
b2V26WaTcJJgGxiAMBODAw,4.5,3655,40,219,721
l6akDtf-QcEiApI40-0xSw,1.5,359,4,21,63
VWRcE5u_V-J8ptbSR6_ICw,3.0,469,6,39,92
rlRU1FtfYxMIXYHEjCUbjQ,5.0,313,3,34,56
wZC3Gv4yooBHSKS58dN5dg,3.0,1980,17,111,372
KqCvXI-hvw6x-PSTBxB1ug,2.5,6060,73,320,1247
pzknmlIv7BLZurzglS-lng,3.0,14927,103,376,2577
jR7rDinCcHNZxl4jA0iKJQ,3.5,8050,80,280,1793
_ZGPu2iKQSfmQ8l8lYN9bQ,4.0,296,4,41,60
3b97WGfUe9KX1697B0JKbQ,3.0,2128,17,133,447
kPo11-EqiRiNOeJpukjcQQ,4.0,563,6,41,97
kQ6aV_bLNQr4foX-NRn8yA,3.0,405,4,43,64
oIU_awAiDThL0Xz0iGD5TA,4.0,7898,98,310,1637
rjm5zAnCJ8Cxg0wb1CxtMg,3.0,4949,43,217,968
goVoVbERgeYeUmixUyJ6nw,3.0,2523,16,103,387
Qif8U7-p8PVK5kDtvR62uQ,4.0,959,4,102,192
o6FPf19V7SSiAZw3N0VHww,3.5,2788,11,179,605
j9N_fG1PVCSY-3HY1TRQ5Q,3.5,645,8,47,113
f7Xe9Xzoafhi_EY4xwEpSw,4.0,16522,148,508,3363
Sqo1BQUqcV4goQEeWsDMsQ,2.0,4494,37,216,726
jBb5KHHAj4s8hcXVS6QXDg,4.0,25707,238,650,4660
cc9KFNrcY9gA7t9D1a3FpA,4.5,4990,68,189,958
JrEQyiUegkF3pXNCfpy0mw,3.0,2520,22,87,437
UmhTiNOKareQDP7D9aAnKw,3.5,10835,71,443,2090
8dEJ_o0UgGrNX1ejHcuZjA,4.0,14308,131,407,2773
PAa4Yo0FXqMdSs7hJjsLDg,4.5,774,6,72,148
4BcuZj2ETMxUs48PLPwKxQ,2.0,578,4,74,121
-VB2nJHj5AVJjDoSsyYIwA,3.5,350,3,18,37
igTW_7E-5WJViF72dEVf_w,2.5,1061,9,75,192
b4OWMo5U2WzC4QVGde5NfA,3.0,486,4,68,128
HibY2EcXQhd4_JK_E_RX-Q,2.5,4815,48,205,797
t54zAs7IftAVb9SKcCRotw,4.0,5264,33,208,797
IvZAp1s__opMulOa3QL3hg,3.5,227,3,38,59
upQpcnTaJXNV5Gh3DN6TBg,2.5,1074,8,321,411
EDcyBB-DthAXOQzMSVfGPA,2.5,269,6,34,47
oss24qxBNJgddr50z4WyOw,2.5,1221,10,93,265
Fe_W8rbBTumWaJR43EycOQ,4.0,835,8,85,193
c2_iUhnFqctffbBCSVMEbQ,3.5,4928,39,182,841
HV5lVhWTWb1cK-jLpq2QhA,4.0,455,2,30,61
7kSj36mgMGaqAlRJcjexFg,4.0,984,11,95,187
DmADRy3mVWKmNt-X0cbmwg,3.5,343,6,32,48
Kt_1Xa10qpzkxt0ln-ICvA,4.0,4127,26,219,723
oQfCWtO5-fGTFrclqCJOwg,3.5,23740,241,584,4812
1hBOR97oX5Xph3J8Tdob7w,2.5,4528,38,189,754
79ZIZgFiQATOfdsFq2dcOw,4.0,1546,20,106,287
uhGnQjhodEBc0VMI-OBeHg,3.5,5104,61,194,904
uimRcvvt297N3Ef2hoqdfA,4.5,903,9,84,166
JBu1kh-SIERKThPqIklwdg,4.5,105,3,17,21
V971TUTl5o1cxTsIhV7h6Q,2.5,1230,12,81,253
Cco-UbkCSjxdsBQKovn1Yg,4.5,813,2,93,200
z0QwZm0lEAQVWY1TitLbVA,1.5,862,11,72,202
dVIG2Nc7qkoAoLp-o6faog,4.0,301,3,29,63
d7X102hxjbTeWVhQVdh64g,4.5,1004,9,71,169
rirBJBeLjLiGOUO1-OXliA,3.5,2981,30,147,526
2ROQ8fqHhCqDw2zEvUhN-w,3.5,119,3,15,20
oEOPHxpg5qcvkOyHVxXOgQ,2.5,622,7,44,119
PqKB9nXRx_Dy8-SHAhspHA,4.5,1191,12,95,295
jGU7WGOM2qUHofLKZAFAIg,2.5,634,9,69,148
_9h-jH3YOkAU9-2A-dy6YQ,3.5,6746,70,273,1104
1cC-LPmd-VRe2dXhk1fGHw,4.0,124,2,8,11
48GT-uIRnHp3rHvdRsgC_Q,3.5,12199,54,518,2202
4PatE4TUcea0Dj0hKICGJw,3.5,1599,15,91,297
pAtTzUkgS8qtCW5EFTTRbg,2.5,964,6,73,177
GDyWfPf0CtC_VnGrukXvpg,2.5,1667,10,138,377
2E6VGlEiabtIdHgIqZ6giw,3.5,506,8,40,102
snHl38pR9OyllL6hMuufOA,5.0,110,3,23,26
GZtEs_bIcMe8sxJFwZn1XQ,3.0,5132,43,299,984
Y606ZDAYwBug3CUwgHZQZA,4.0,20195,232,463,4311
7SO_rX1F6rQEl-5s3wZxgQ,4.5,52249,438,868,9067
cP5b_MfFFH84j835V2HWcw,2.5,398,6,42,82
kD6XekbKju5vqIoTEYB08Q,2.5,3009,21,106,484
JDDeaNfb0JXD1NbznSIC9g,3.0,7712,59,293,1352
73YvRCWay6GHGQ7oxMxFQQ,4.0,3199,17,241,638
k0xRPqsGNCPvnUqPGMqkhA,5.0,1098,4,45,150
u2JMTEY5H0NRk8ZTMkxPGg,3.5,17380,113,488,3224
DcBnoIBkgslVVWrBdN-miA,4.0,868,6,87,166
ihkTtwiy0DYxWF5gv3ACYQ,4.0,4933,45,195,827
01hHIKQBwJL-GcjpGuBrLA,4.5,547,7,45,97
89sSMLp-yLqdYqOEPXvkjg,4.0,492,3,65,125
1Kuuu75LVwr5-1OQ3Zv71w,3.5,6026,56,134,655
eAtofUOlEpoQTfO1ybNhyg,3.5,340,4,28,56
9oeMdTVt0VeI-enjBpKBiQ,4.0,4810,52,220,872
-kVXDEqGHOWKxQ3EhvFgVA,4.0,1060,12,72,188
QhZgTuDoGMXyLu2WzrPoyw,3.5,1375,14,99,248
jfgQ8qhbYEUKt3L90vaTAQ,3.5,730,8,52,112
kF8JDYpLnbf8AZS9gpHXJg,3.0,4517,31,227,841
-ibQywC1gy8_NdcDIKh9GQ,3.5,946,5,81,162
mcEIW9XbC1c8Z8zGvXS5zg,3.5,11419,82,276,1892
KXvkoGg5Od9Iwk4LMBFJ4w,3.0,2844,24,140,533
E0fZHHInMb6xscHDrPlh4Q,3.5,2855,17,187,656
dnP5-6aYEdw2qP7giStVoQ,4.5,9441,103,318,1587
z1cJDEvUDMrP-1GGkYErsQ,3.0,3366,37,278,687
pj8ZxvLq448FAW3mQ9Bmxw,4.0,2020,29,113,389
vacEw24u4ktbWZWvsLPeFg,3.0,184,3,17,27
gSTHZH478BJIKAx7IKD2sA,2.0,699,6,48,122
lwUIU72aZ96co_EM9S-RVw,1.5,1084,6,49,215
xMyTUliefguc3bfetGebJg,2.5,258,4,27,50
w7VSMULJ9GtRi3CBRxoJtg,4.0,11720,103,430,2111
fESObRt-YtkgeNS_TUBhlw,3.5,5320,51,239,996
CdihJLYPU5TqhQpxbuuO6g,2.0,3873,22,185,713
iQJ7bvH3aA0H4Re03XkWRw,4.0,977,9,72,191
_Ex3OUT0CBJxmn7M_ihzjg,2.0,381,3,25,73
NtmLlKfCFfM0K5j6WWKxQA,3.5,5879,64,250,1199
NzI4pAPrjlCkwcLgjseDtA,2.5,1986,18,61,229
o4sPw8nO7GcNyKilWBgK_Q,4.0,5466,52,206,931
uteTdmSs0NflwcLTY8rNSw,3.5,412,3,21,45
e07oS_e_9d1zLleFzUNHAg,4.0,8362,45,367,1605
4E9PSb3q40oyjXfujUKqXQ,5.0,102,1,11,11
VjUooAwjEk8kNf4RAasxdg,2.5,1533,13,300,515
b8qNlpTeKDe2bE-cd1xH6g,3.5,10309,55,318,1790
JWjnLYg6E81stxrJQZUong,4.0,421,6,74,102
8SvCSiGwtaGL2Z78tRSSlQ,3.5,3468,38,153,670
x4uJ23SPIOPkCxJkmv7msw,3.0,13118,141,329,2388
QXkEddHNSM2ah_EoznE1-w,3.5,4005,42,212,840
SWnysGfGfd9V1f32tlneoQ,3.5,1634,18,138,396
jS8ukLDjUz_wLyYE6LLkeQ,4.0,173,4,18,32
FuxTgSAYe3PB-Gkl22nuVA,4.5,10,1,0,0
X_J65cnN3jJWGYacyNwKGg,4.0,9913,94,363,2196
VLXpl4P9b2ndIQUd-eGP2g,4.0,639,10,55,116
MS2jb5dWW1DR_JIYziPV_w,3.0,962,8,285,388
KRTSgsigiIv-D_pt60JywA,2.0,411,6,31,55
24g1ECQgdTw3BHokYCFWZA,2.5,438,4,39,87
5ipAMcjec7GH7tztXYLTgQ,2.0,2701,15,104,412
2vQoWGEcSSBIJtUiGRKi5g,4.0,30605,228,687,6303
i5Mf5SAxFFNt_MTxAPCH6A,3.5,3341,33,189,656
KrkeCU444Uh00fuCklyuQQ,3.0,926,4,36,136
wwv3hlrAAfUdAHiikwLKsw,4.0,2111,22,180,450
W-2Tuk4uWYm5BsdlWju8wg,3.0,779,11,69,157
TfW-f8ZtkS5XpIWe9GNZ1g,1.5,450,7,49,113
1UQpjv4QuD5l_ZT7O4p6Rw,2.5,1075,11,82,211
jeS38QWMVkA6S-4lMi1Frg,3.0,3268,29,262,732
y4Sf4gRZ_oYBLmwjtr1TUg,4.5,699,11,51,102
6-j1ScfaCJzs82qlY29mmg,2.5,1150,15,92,254
O49wgZil7BBGpEarvPg23w,3.5,1115,13,73,201
sstAhx824bit6cgL744sQQ,4.0,685,8,93,142
TRW-51US_YQbQ-ihmhHvRw,4.0,1821,15,94,289
beZVUfO1d2fS0wG8Alrvhg,4.0,796,8,53,120
ihq0Agb2HExmUvo_ds3E7Q,3.0,310,3,41,72
MCS_VDkcxPRWcZ7kl_c39Q,4.0,2593,24,136,527
uFrxKwep5kCY2_O7y1Ur8w,4.5,1101,13,65,157
EvJyPhNnDOtwkfpypk2_6A,5.0,1017,10,68,155
aH-nESmW4XmmIdcAe7R-pA,3.0,1894,11,107,386
oIkwj10HmUiognO68j7jOg,3.0,12037,133,360,1817
oxmInXzRiwDVq21pnY8VnQ,3.5,2296,15,156,481
41uh9gpSwCfiJuK3EaHisQ,3.5,6421,56,303,1374
2Bl_6x4SN6TSuHBafIFgqw,5.0,803,10,69,149
Bv3WXhtRydDdG1nhbkCBEA,4.5,1010,13,84,178
jf-D-0G0mRDEypvZ7yX-eg,4.5,533,6,77,132
J7LSbTM72--2497H1kkM0w,4.0,15761,134,518,2704
rluuxDPHiP9Z4qtNO66eTw,3.5,2885,22,155,538
acZ2GUh3R_wcu4r3Z5tSCQ,4.0,2194,30,125,423
GZFfHlX-hLlVR1KFQK1_Ag,5.0,433,3,111,147
lqx--hrRwe0oK6WnFYNXlg,4.0,50853,312,1034,8225
A2aVN_Yw3xDz4x7gGtmYog,3.5,534,8,45,94
ddJK59dydw4vGgRZbcznzw,3.0,3716,36,169,662
-zcZNlO0JwZHppan8rGkBQ,2.5,2269,27,92,362
UDugrCPd9OniJ1palh46Ig,3.0,594,5,24,50
0kw9PdEVcPsgQlhTzDW-tA,4.0,1200,9,77,198
41yvEnuFyB1iVzKYGXbTMQ,3.0,2151,20,107,327
j5unzmdCDtkJyFrGPEF1qQ,3.5,3117,22,165,640
HxY60lnXn37AtPeUprQ3iA,3.5,1572,7,85,285
bqPXsuVziCGKUPUHUkGyYQ,4.0,1110,10,64,180
3_bIpfMJmwdmaVAiD4BxeQ,3.5,623,8,67,150
fRA4Ey9Z3QBN-sV5pUFnjA,3.5,4642,51,225,925
yqGa0QrQ-iGkvHaDAF5t4Q,3.0,844,9,100,189
CDuxCxTiuGXC6saLoywymQ,4.5,8232,51,364,1632
KweGJLJj933YHMbi-f9SAg,3.5,11664,98,380,2155
JRFm4zOkJW2L0m4TsXBJ_w,3.5,2369,30,125,452
a29C6sg39V2HP_tq3m8nEw,2.0,615,6,32,94
hvcoyKJ3UXOPdV-r0PGbnQ,4.0,138,4,14,17
Lq6CDJ2yHmMs4N7jscQhHQ,3.5,53228,448,715,8829
0VYUal2MQs4VlUVgPYGaNg,3.0,2908,25,151,535
4AAS4kuhCmjRmOYlXzfWPg,3.5,1958,24,159,387
EqZl_lQdB3GVFHCoD7sOyg,4.0,2666,29,171,586
DLvH3Ck9R8fO_I89maDNIA,3.0,560,6,39,106
co-K1EnK0yLhBtI369472A,3.5,1244,18,102,256
xJ0IkUxRcnIiWAH7l8URJQ,4.0,8580,95,274,1882
skZlWeK3P63VtlXXAcQ9KA,3.5,5011,39,171,784
IALHPP1RDtpXV9KnUM0EQQ,3.5,1328,11,62,148
tFU2Js_nbIZOrnKfYJYBBg,4.0,374803,2337,3701,78663
QTKxE50ib1MmBqpBDnrWsg,5.0,278,3,56,68
tqq9C3C0eTmfvknALy-0Hg,2.5,514,5,49,91
k1ZUGZjLybs_ggOtIEnLGQ,4.0,243,2,37,62
zIsBAFwo2ksynT2BdlhNhQ,4.0,8221,63,348,1724
MpMkOGrzCEGrO0-8yoib2w,4.5,1824,27,78,275
pc02tYmojHP6CpGgdnCU1w,3.0,2512,19,184,589
G9KKI4P4D9LiPkbTTZLXdA,3.0,9463,72,325,1389
seucL50Dvg0mpBriQLap5w,5.0,570,8,44,109
pMcvw3YU0kHYe3XdC34sSA,4.0,1047,11,84,151
3Wg1LVOommgixgqwk-gn8w,3.5,3095,29,181,695
VkyEBbis8HpKRzVPIFX1cA,3.5,2250,13,152,432
tp2y5uJRLuHZuLkaXUuM0g,3.5,441,3,117,137
gmWSXOysesNdp58WnwTA2Q,3.5,10350,116,307,1838
kOh8ZHf8CkFQCwyfDvVJTA,3.0,5361,56,234,894
Fu-ske3UIS_d8w3A2gwE1Q,4.0,705,8,73,153
s27thKKjMDK6ekYJULh_Ig,3.0,1434,16,92,308
68mm1E5mTzMjEylitv4hlw,3.0,529,7,28,76
satUls0f8KqfXkKsdMfaWw,1.5,891,9,51,135
ME8gcI4BXjmFq7zEMtk3ag,3.5,28513,249,724,4270
8YlA2lFOx7txI9ouCw4C9g,4.0,17777,108,475,3183
At5QunMaG3ExLZYEWHZP3Q,4.0,32805,251,708,5875
OpFSTvYREcZZ1ScB250Lbg,3.5,616,11,65,155
u5Ku6RMmMG_LcpfpIWkHQw,3.0,164,3,15,25
KEopXGnfgw3ZxtsUmAfYrA,5.0,1194,9,140,251
CcEpNRhwxyZVTKWXfYqvqg,4.0,157,4,28,31
99AKqssa7ijKJzoSb7j5Kg,1.5,920,4,73,156
U1OrMffyVeE2qbpNTrSSuA,4.0,None,None,None,None
qGuI5WK7-MVnPA6o2DGBAA,2.0,1960,20,75,228
R4nPqOjs-SwZ1gv3U5_LKQ,2.5,3172,28,149,603
uYKwS-biARKgBkk5rY_PaQ,4.0,32787,147,1218,7122
dulSoiZkwmlCRNUvCt7YqA,4.0,1046,17,58,154
QFHqziOcSXsZTQ4QGIqmtQ,4.5,521,6,38,70
dSoIpJngArTiFW7oIfeplw,4.0,322,6,99,116
8yfGLZ5ydLSvYA8dRAKjEA,4.0,316,5,51,84
GCty9fuEWrsl8o5xU7C38Q,4.0,1455,14,66,201
vOIM0Vk8vw0bplqGjuUIdg,3.5,804,9,137,191
iT2b8tAvxWZqNLMlkAqYrA,3.5,126,2,21,31
a7VUlMaB3PgeG5oDDAI1qw,2.5,957,9,50,162
iVtOE7_UGPsxiioGc034tQ,2.5,992,11,58,164
nts2OALwvyvfNh9focRZ3w,3.5,37418,284,782,6250
rYIguQoYebc3NuH6i6yqeg,4.0,4884,49,469,1282
I7cItiwL8NOPM45ipSf1QA,2.0,3679,28,162,531
Fa-zUFfIMIke1QLeeWT_6g,3.5,1102,9,85,186
_uxcGC8YbHH2kJgXT2CxZw,2.5,2415,17,113,368
bT3WuL-tlyDzn-hjJnxZbg,4.0,298,6,38,70
HInwbp5-mlHseWLSyCAxKg,3.5,983,14,79,180
ve9WZYMmSpjDXpqhJ4CSCw,4.0,574,9,65,115
HyZeuJVm65beWocGEpi8Zw,1.0,499,5,40,96
z0hUNe3YiSknxs1HJZZDtg,5.0,1449,5,58,175
FrjW5L9CNstkFyK9TcDZRQ,4.5,1589,19,104,229
Gv3ivlNN44OJbb1KxVAPRQ,4.0,2255,16,141,428
kSHZ5q1pBy9VpH7VvVrG8A,3.0,2561,17,157,480
fl3zNyk-m_B9NCgIcvJNiQ,2.0,590,5,35,100
3E_toMWSUCuhRJzG1eml8Q,3.5,6427,66,287,1358
z5CwyvKLt88rmWMG-H6MoQ,3.0,873,7,51,89
cNGI_5GbfNFbZBMQZ-s-UQ,4.0,6057,50,290,1310
oGbZzfmojzpPGClN1xl8_w,2.5,319,3,37,77
dRSs6fSLY_DQTWOeo09Thw,3.0,657,6,45,107
--BlvDO_RG2yElKu9XA1_g,4.0,7365,74,335,1546
pzJCv-ixgSL_z-46F74XrA,3.0,321,4,33,71
qbRiu4CuCY-8ASbI5ESopg,3.5,900,5,71,179
FTpcA7yGp-qo2UxuqW0UDg,4.5,249,3,21,35
Y04chCG7J-yJ6ucEZ26IGA,2.5,1680,12,105,303
shbWVq-_FLspi3yUlSSrGg,3.0,3482,26,205,712
zDZG-JLtGxRnunCY9jaERQ,3.5,2149,27,130,382
dV9tpwBqR69rDGc2ZddhCg,4.5,297,5,18,40
IWA1J9m0rzU8AgXRjXJUoQ,3.0,10345,73,486,2323
gl4T1-8baLVWGVvBkka3WQ,3.5,3900,35,98,406
z4KFTJQsAdxqMZA7Fx0A9A,3.5,13276,114,403,2269
UNaHbKfrtOJe5xv5IMbvPg,2.5,336,6,45,66
rKJfdpky5d8al-V6GPSP5A,4.0,1538,18,114,330
BESmH-lmMm34_EefL8X9fQ,4.0,19238,189,518,3787
_WLYW4vzknVRGiVJBUy8oQ,4.0,2990,32,171,625
hDAIq50U0yPwwo9oLbec5Q,3.0,800,5,73,162
rKe_bNOK1VlSbO-A6m0gvw,2.5,234,3,23,42
ECMKdd1A5779wrLhbVtCvw,4.0,883,9,44,108
9YTucQlE-xeIt3Gu6y_pCQ,2.5,1066,9,86,246
2ar68zdqndeXe3mTO0ZZRQ,3.0,384,6,50,87
RpCqhpaZ3qm4X97NTvJJDA,5.0,365,4,60,103
gapBHDKvcnkUzCtl6CtkRw,3.0,1973,17,111,350
v8pxePdOuJIDngcdZqfy_A,3.5,5750,56,219,1082
p1sX2UVxEjPzd92LtP3c4g,4.0,5883,53,219,981
RtXNB9vscyXKQL0hAVuEHw,3.0,2381,25,112,343
jYtU-YTynMjgLRi2pYMwiA,3.0,648,6,32,118
MvFdtPFj4c-kPJ3ZyDh5Qw,3.5,4993,29,215,932
IAKgni8zlUjnfkKFT-nVAQ,4.0,611,3,47,76
ZbO0F9iNfBys64GGK0cssw,4.5,978,4,91,209
z7wUzllCnzHVuNzMQw43Hw,3.5,8431,71,259,1298
7CPXpYnv7rkqtUkWrXmRJA,3.0,1494,12,83,207
h2ewvzx8enIwYhNbtIpcZw,2.5,662,7,50,101
eCuQ6JHogw4oOfgOG7nPgA,2.5,480,11,52,102
7aS0iFpab3XHFQrRGMOKXw,3.5,7959,85,302,1389
VwImfQqQfbUuUaj4aCN1rA,4.5,1393,13,107,259
X6kiOY9Ki8KXZjVHLro05w,3.0,3436,29,160,473
hrOsdyai-9B91cGjBspHqw,3.5,6025,58,285,1218
uhxcmHsXI08b4wWs_zzVMg,3.5,3582,24,190,649
FCcFT610nQBVcRdY-devQA,4.0,20265,163,514,3134
fLxMEtOihwvVmhmQrvT7BA,4.5,4255,22,226,862
urn77qGjsRF3lGd6GdQu7A,4.0,502,4,70,115
G9It4s0uCD11WXEbqBpWmA,3.5,7019,53,283,1389
S_XFU56u8glJPmjNYKgB3A,2.5,83,3,19,24
aKNy4pieaYnobWZDExPd9Q,3.0,675,6,40,79
4CPrhBc4Ado90fj7PG6jrA,3.0,11436,78,397,2022
ZniYUcAEcI_n8yxz_2Z1Dw,3.5,12051,103,482,2717
Dm5K0Zvw8mqrps-jFjgIaw,4.0,2066,20,148,415
wT0L6ZyFjq3CQKYqENvC3g,3.0,10068,88,296,1745
w14UHRCdBWDTBhWoRq1emw,3.5,6703,57,349,1432
5HhX4bSsIhbeuDoGTqEcgg,4.0,1319,13,87,248
9bW0DCsSH-fbf0YSeSu31g,3.0,2434,18,141,482
qy8EKF7IXGe65_wglj4AgQ,4.5,8058,47,325,1439
o8AzV5cBGkuzw_QGs0iVJw,4.0,1192,11,225,338
ykKSshfa9ANCZCuvM2LaWg,3.5,10636,97,420,2253
P0gOrXgNWmcUZ5WH-wrfyg,4.0,14773,125,470,2718
n-XTO7I2o2h06o-vyjtYfg,4.5,4943,58,171,855
5CGT-eGqL2zECmQpM9wPbw,3.5,13202,76,484,2412
lzVQS4G7SDYx39h-iRxidg,3.5,659,7,74,124
mecB3j7FRtjP-xtSx10jDw,4.5,80,3,29,29
AcYJ6qYKY_46qE5zabJP0w,3.5,7728,69,203,930
K3BytBBhK5PLmDP0sE8Pkg,4.0,218,5,36,45
5XU8ys_TsulI-FJ5nzuNvg,4.0,7184,91,249,1369
X7VdashktoAExx5ksEBLXQ,3.5,486,7,56,99
vExZVaP_FNWDaY_Bv6YuXA,3.5,970,10,89,210
FT5dJ98SYbGE4ULtKVkW1A,3.0,3670,33,152,654
2ZnCITVa0abGce4gZ6RhIw,3.5,595,6,44,93
JcYf2kgpAgkpWq_7lf6I4Q,2.0,358,4,35,78
jf4RUa9EQO37hqxRCxbEXQ,4.0,12289,106,447,2588
FcM3VBTSDcJh4fykOpQP5A,4.5,2659,37,141,562
JHH_izscXkz4L_vhSWgj1Q,4.0,2044,9,121,401
KDfmJTIG-z6W6cl4YC-WDA,3.5,4955,49,225,993
pGJlD0aJKuNUZKgjNZ9KuQ,3.5,744,6,56,141
qrCIf32eIwBG8tPdjd59Xg,3.5,769,10,217,271
SsgLO6QvVEH6HGJ5fntgNg,4.0,3237,27,185,633
wH_kpDuTE6ChDAp5AlMfJA,3.5,13680,99,458,2274
Gf9HbiraKNZpxbxwScHBVw,3.5,2531,16,148,449
shA3pC1JuAkXl28_LVcp7w,3.0,3592,30,170,730
mpcOh0HzArc52cZVWQSnCg,3.5,1469,12,96,256
FI4ns6iR4ZrhoaYjITf-Mg,3.5,4473,32,240,847
GAqqXsPS7wBgs5FuoXmKTA,3.0,4297,38,202,939
9_HsCjEELmey18A-gTzZKw,3.5,25271,248,552,4549
XUyxdt8Nt9IvgpMrCTG6Hw,3.5,289,3,25,55
